"cust_id","transaction_type","subscription_type","subscription_price","customer_gender","age_group","customer_country","referral_type","transaction_date","tx_num"
"73","initial","PRO","85","Female","45-54","Norway","facebook","2022-05-01","1"
"74","initial","MAX","119","Male","18-24","Finland","Google Ads","2022-08-01","1"
"75","initial","BASIC","43","Male","18-24","Norway","facebook","2021-07-01","1"
"76","initial","PRO","85","Male","25-34","Sweden","Google Ads","2022-06-01","1"
"76","REDUCTION","BASIC","53","Male","25-34","Sweden","Google Ads","2022-11-01","2"
"77","initial","BASIC","33","Female","35-44","Sweden","facebook","2020-01-01","1"
"77","UPGRADE","PRO","75","Female","35-44","Sweden","facebook","2021-11-01","2"
"78","initial","PRO","65","Male","45-54","Sweden","Google Ads","2020-03-01","1"
"78","UPGRADE","MAX","119","Male","45-54","Sweden","Google Ads","2022-02-01","2"
"79","initial","PRO","85","Male","18-24","Sweden","Google Ads","2022-07-01","1"
"80","initial","PRO","75","Female","18-24","Denmark","Organic Search","2021-01-01","1"
"80","REDUCTION","BASIC","53","Female","18-24","Denmark","Organic Search","2022-07-01","2"
"81","initial","MAX","99","Female","45-54","Sweden","Unknown","2020-11-01","1"
"81","REDUCTION","PRO","85","Female","45-54","Sweden","Unknown","2022-01-01","2"
"81","CHURN","PRO","85","Female","45-54","Sweden","Unknown","2022-10-01","3"
"82","initial","BASIC","53","Female","18-24","Sweden","Paid Search","2022-09-01","1"
"83","initial","BASIC","53","Male","35-44","Norway","facebook","2022-09-01","1"
"84","initial","MAX","99","Female","45-54","Finland","Google Ads","2020-09-01","1"
"84","REDUCTION","PRO","65","Female","45-54","Finland","Google Ads","2020-10-01","2"
"85","initial","PRO","75","Male","55-65","Sweden","Organic Search","2021-10-01","1"
"86","initial","PRO","85","Male","18-24","Norway","facebook","2022-04-01","1"
"86","REDUCTION","BASIC","53","Male","18-24","Norway","facebook","2022-08-01","2"
"87","initial","MAX","99","Female","25-34","Sweden","Google Ads","2020-01-01","1"
"87","REDUCTION","BASIC","33","Female","25-34","Sweden","Google Ads","2020-06-01","2"
"88","initial","BASIC","53","Male","25-34","Finland","facebook","2022-06-01","1"
"89","initial","MAX","109","Other","55-65","Sweden","Display","2021-03-01","1"
"89","REDUCTION","BASIC","43","Other","55-65","Sweden","Display","2021-05-01","2"
"90","initial","BASIC","33","Male","55-65","Sweden","Google Ads","2020-12-01","1"
"90","CHURN","BASIC","43","Male","55-65","Sweden","Google Ads","2021-04-01","2"
"91","initial","MAX","99","Female","18-24","Sweden","Organic Search","2020-10-01","1"
"91","REDUCTION","BASIC","43","Female","18-24","Sweden","Organic Search","2021-09-01","2"
"92","initial","PRO","85","Female","35-44","Sweden","Organic Search","2022-09-01","1"
"93","initial","PRO","85","Male","55-65","Sweden","Google Ads","2022-10-01","1"
"94","initial","PRO","85","Male","18-24","Denmark","facebook","2022-11-01","1"
"95","initial","BASIC","33","Male","45-54","Sweden","Google Ads","2020-11-01","1"
"95","UPGRADE","MAX","109","Male","45-54","Sweden","Google Ads","2021-06-01","2"
"96","initial","MAX","109","Female","55-65","Norway","Google Ads","2021-05-01","1"
"96","REDUCTION","PRO","85","Female","55-65","Norway","Google Ads","2022-10-01","2"
"97","initial","MAX","119","Female","45-54","Sweden","Google Ads","2022-05-01","1"
"98","initial","BASIC","53","Male","18-24","Denmark","Google Ads","2022-01-01","1"
"99","initial","MAX","119","Male","35-44","Sweden","Unknown","2022-06-01","1"
"100","initial","BASIC","53","Male","25-34","Norway","Paid Search","2022-08-01","1"
"101","initial","BASIC","43","Female","45-54","Norway","Google Ads","2021-12-01","1"
"101","UPGRADE","PRO","85","Female","45-54","Norway","Google Ads","2022-08-01","2"
"102","initial","PRO","85","Male","18-24","Sweden","Google Ads","2022-12-01","1"
"103","initial","PRO","85","Male","55-65","Finland","facebook","2022-11-01","1"
"104","initial","MAX","109","Male","18-24","Sweden","Google Ads","2021-06-01","1"
"104","REDUCTION","BASIC","43","Male","18-24","Sweden","Google Ads","2021-09-01","2"
"104","CHURN","BASIC","53","Male","18-24","Sweden","Google Ads","2022-08-01","3"
"105","initial","PRO","65","Male","18-24","Denmark","Paid Search","2020-09-01","1"
"105","UPGRADE","MAX","119","Male","18-24","Denmark","Paid Search","2022-07-01","2"
"106","initial","MAX","99","Male","55-65","Denmark","Display","2020-12-01","1"
"106","REDUCTION","PRO","75","Male","55-65","Denmark","Display","2021-08-01","2"
"106","CHURN","PRO","85","Male","55-65","Denmark","Display","2022-06-01","3"
"107","initial","MAX","109","Female","55-65","Norway","facebook","2021-11-01","1"
"107","REDUCTION","PRO","85","Female","55-65","Norway","facebook","2022-07-01","2"
"108","initial","BASIC","33","Female","45-54","Finland","Unknown","2020-11-01","1"
"108","UPGRADE","PRO","85","Female","45-54","Finland","Unknown","2022-11-01","2"
"109","initial","PRO","65","Male","55-65","Finland","Unknown","2020-04-01","1"
"109","CHURN","PRO","65","Male","55-65","Finland","Unknown","2020-07-01","2"
"110","initial","BASIC","53","Female","18-24","Norway","facebook","2022-11-01","1"
"111","initial","PRO","65","Female","18-24","Denmark","Unknown","2020-01-01","1"
"111","UPGRADE","MAX","119","Female","18-24","Denmark","Unknown","2022-04-01","2"
"111","CHURN","MAX","119","Female","18-24","Denmark","Unknown","2022-08-01","3"
"112","initial","BASIC","43","Female","25-34","Sweden","Paid Search","2021-06-01","1"
"112","UPGRADE","MAX","119","Female","25-34","Sweden","Paid Search","2022-08-01","2"
"113","initial","MAX","109","Female","45-54","Finland","Unknown","2021-10-01","1"
"113","CHURN","MAX","119","Female","45-54","Finland","Unknown","2022-11-01","2"
"114","initial","PRO","75","Male","55-65","Denmark","facebook","2021-01-01","1"
"114","REDUCTION","BASIC","53","Male","55-65","Denmark","facebook","2022-08-01","2"
"115","initial","BASIC","43","Female","45-54","Finland","facebook","2021-11-01","1"
"116","initial","PRO","65","Other","25-34","Sweden","Paid Search","2020-07-01","1"
"116","REDUCTION","BASIC","43","Other","25-34","Sweden","Paid Search","2021-03-01","2"
"117","initial","PRO","75","Female","25-34","Finland","Google Ads","2021-11-01","1"
"117","UPGRADE","MAX","119","Female","25-34","Finland","Google Ads","2022-06-01","2"
"117","CHURN","PRO","85","Female","25-34","Finland","Google Ads","2022-07-01","3"
"118","initial","BASIC","33","Male","25-34","Denmark","facebook","2020-10-01","1"
"118","CHURN","BASIC","43","Male","25-34","Denmark","facebook","2021-02-01","2"
"119","initial","BASIC","53","Female","55-65","Sweden","Google Ads","2022-01-01","1"
"119","CHURN","BASIC","53","Female","55-65","Sweden","Google Ads","2022-10-01","2"
"120","initial","BASIC","33","Male","18-24","Sweden","Google Ads","2020-09-01","1"
"120","CHURN","BASIC","43","Male","18-24","Sweden","Google Ads","2021-03-01","2"
"121","initial","PRO","65","Male","35-44","Finland","Paid Search","2020-10-01","1"
"121","REDUCTION","BASIC","43","Male","35-44","Finland","Paid Search","2021-09-01","2"
"121","CHURN","BASIC","53","Male","35-44","Finland","Paid Search","2022-07-01","3"
"122","initial","MAX","99","Female","25-34","Sweden","Google Ads","2020-10-01","1"
"122","REDUCTION","PRO","75","Female","25-34","Sweden","Google Ads","2021-12-01","2"
"123","initial","BASIC","33","Male","55-65","Sweden","Paid Search","2020-10-01","1"
"123","UPGRADE","MAX","109","Male","55-65","Sweden","Paid Search","2021-04-01","2"
"124","initial","MAX","99","Female","25-34","Denmark","facebook","2020-03-01","1"
"124","REDUCTION","BASIC","43","Female","25-34","Denmark","facebook","2021-10-01","2"
"124","CHURN","BASIC","53","Female","25-34","Denmark","facebook","2022-02-01","3"
"125","initial","PRO","75","Female","35-44","Finland","Organic Search","2021-01-01","1"
"125","UPGRADE","MAX","119","Female","35-44","Finland","Organic Search","2022-08-01","2"
"126","initial","MAX","119","Female","35-44","Norway","Google Ads","2022-12-01","1"
"127","initial","MAX","99","Female","25-34","Denmark","Paid Search","2020-07-01","1"
"127","REDUCTION","BASIC","53","Female","25-34","Denmark","Paid Search","2022-02-01","2"
"128","initial","BASIC","43","Female","35-44","Denmark","Google Ads","2021-09-01","1"
"128","UPGRADE","PRO","75","Female","35-44","Denmark","Google Ads","2021-12-01","2"
"128","CHURN","PRO","85","Female","35-44","Denmark","Google Ads","2022-04-01","3"
"128","CHURN","BASIC","53","Female","35-44","Denmark","Google Ads","2022-06-01","4"
"129","initial","PRO","75","Male","25-34","Sweden","Paid Search","2021-02-01","1"
"129","REDUCTION","BASIC","53","Male","25-34","Sweden","Paid Search","2022-05-01","2"
"130","initial","BASIC","33","Male","55-65","Norway","Bing","2020-09-01","1"
"130","CHURN","BASIC","43","Male","55-65","Norway","Bing","2021-02-01","2"
"131","initial","BASIC","53","Female","45-54","Sweden","Organic Search","2022-09-01","1"
"132","initial","BASIC","33","Male","55-65","Sweden","Unknown","2020-04-01","1"
"132","UPGRADE","PRO","75","Male","55-65","Sweden","Unknown","2021-12-01","2"
"132","CHURN","PRO","85","Male","55-65","Sweden","Unknown","2022-09-01","3"
"133","initial","PRO","75","Male","45-54","Norway","Google Ads","2021-11-01","1"
"133","UPGRADE","MAX","119","Male","45-54","Norway","Google Ads","2022-07-01","2"
"134","initial","BASIC","53","Female","25-34","Sweden","Paid Search","2022-02-01","1"
"134","CHURN","BASIC","53","Female","25-34","Sweden","Paid Search","2022-09-01","2"
"135","initial","BASIC","53","Male","18-24","Norway","Google Ads","2022-12-01","1"
"136","initial","BASIC","43","Female","18-24","Norway","Google Ads","2021-02-01","1"
"136","CHURN","BASIC","43","Female","18-24","Norway","Google Ads","2021-12-01","2"
"137","initial","MAX","109","Male","35-44","Norway","Unknown","2021-05-01","1"
"137","REDUCTION","PRO","85","Male","35-44","Norway","Unknown","2022-08-01","2"
"138","initial","MAX","99","Male","25-34","Sweden","Google Ads","2020-09-01","1"
"138","REDUCTION","BASIC","43","Male","25-34","Sweden","Google Ads","2021-06-01","2"
"139","initial","MAX","99","Female","35-44","Finland","Google Ads","2020-11-01","1"
"139","REDUCTION","PRO","75","Female","35-44","Finland","Google Ads","2021-12-01","2"
"140","initial","PRO","75","Male","45-54","Sweden","Google Ads","2021-11-01","1"
"141","initial","PRO","85","Male","45-54","Sweden","facebook","2022-03-01","1"
"141","REDUCTION","BASIC","53","Male","45-54","Sweden","facebook","2022-07-01","2"
"142","initial","BASIC","53","Male","35-44","Finland","Organic Search","2022-08-01","1"
"143","initial","BASIC","53","Female","55-65","Norway","facebook","2022-03-01","1"
"144","initial","MAX","119","Female","55-65","Norway","facebook","2022-07-01","1"
"145","initial","PRO","75","Female","35-44","Sweden","Google Ads","2021-07-01","1"
"145","UPGRADE","MAX","119","Female","35-44","Sweden","Google Ads","2022-11-01","2"
"146","initial","MAX","119","Male","55-65","Denmark","facebook","2022-11-01","1"
"147","initial","BASIC","33","Female","45-54","Finland","facebook","2020-06-01","1"
"147","UPGRADE","PRO","75","Female","45-54","Finland","facebook","2021-01-01","2"
"147","CHURN","BASIC","43","Female","45-54","Finland","facebook","2021-03-01","3"
"148","initial","BASIC","43","Female","35-44","Norway","Unknown","2021-10-01","1"
"149","initial","PRO","65","Male","55-65","Sweden","Google Ads","2020-11-01","1"
"149","REDUCTION","BASIC","43","Male","55-65","Sweden","Google Ads","2021-01-01","2"
"150","initial","PRO","65","Female","35-44","Denmark","Paid Search","2020-08-01","1"
"150","CHURN","PRO","75","Female","35-44","Denmark","Paid Search","2021-05-01","2"
"151","initial","PRO","65","Male","18-24","Sweden","Display","2020-10-01","1"
"151","CHURN","PRO","75","Male","18-24","Sweden","Display","2021-01-01","2"
"152","initial","PRO","65","Male","35-44","Sweden","TV","2020-01-01","1"
"152","CHURN","PRO","65","Male","35-44","Sweden","TV","2020-04-01","2"
"153","initial","BASIC","33","Female","25-34","Norway","Google Ads","2020-11-01","1"
"153","UPGRADE","MAX","119","Female","25-34","Norway","Google Ads","2022-01-01","2"
"154","initial","PRO","65","Female","35-44","Denmark","Organic Search","2020-04-01","1"
"154","UPGRADE","MAX","119","Female","35-44","Denmark","Organic Search","2022-04-01","2"
"155","initial","BASIC","43","Male","18-24","Norway","Bing","2021-10-01","1"
"155","CHURN","BASIC","53","Male","18-24","Norway","Bing","2022-06-01","2"
"156","initial","PRO","85","Male","25-34","Sweden","facebook","2022-12-01","1"
"157","initial","BASIC","53","Male","18-24","Sweden","facebook","2022-09-01","1"
"158","initial","BASIC","43","Male","25-34","Norway","facebook","2021-02-01","1"
"158","CHURN","BASIC","43","Male","25-34","Norway","facebook","2021-06-01","2"
"159","initial","PRO","65","Female","35-44","Sweden","Unknown","2020-02-01","1"
"159","UPGRADE","MAX","109","Female","35-44","Sweden","Unknown","2021-07-01","2"
"160","initial","MAX","109","Female","25-34","Finland","facebook","2021-06-01","1"
"160","REDUCTION","BASIC","43","Female","25-34","Finland","facebook","2021-12-01","2"
"161","initial","PRO","65","Male","18-24","Norway","Google Ads","2020-09-01","1"
"161","REDUCTION","BASIC","43","Male","18-24","Norway","Google Ads","2021-09-01","2"
"162","initial","MAX","119","Female","55-65","Denmark","facebook","2022-07-01","1"
"163","initial","BASIC","33","Male","35-44","Denmark","Unknown","2020-03-01","1"
"163","UPGRADE","MAX","99","Male","35-44","Denmark","Unknown","2020-08-01","2"
"163","CHURN","MAX","109","Male","35-44","Denmark","Unknown","2021-06-01","3"
"164","initial","PRO","75","Female","55-65","Finland","Google Ads","2021-03-01","1"
"164","REDUCTION","BASIC","43","Female","55-65","Finland","Google Ads","2021-07-01","2"
"164","CHURN","BASIC","53","Female","55-65","Finland","Google Ads","2022-01-01","3"
"165","initial","BASIC","43","Male","18-24","Finland","Paid Search","2021-11-01","1"
"165","UPGRADE","MAX","119","Male","18-24","Finland","Paid Search","2022-06-01","2"
"165","CHURN","MAX","119","Male","18-24","Finland","Paid Search","2022-09-01","3"
"166","initial","PRO","85","Male","18-24","Denmark","Google Ads","2022-01-01","1"
"167","initial","PRO","75","Female","18-24","Norway","TV","2021-06-01","1"
"167","REDUCTION","BASIC","53","Female","18-24","Norway","TV","2022-04-01","2"
"168","initial","MAX","109","Other","25-34","Sweden","Paid Search","2021-03-01","1"
"168","REDUCTION","BASIC","43","Other","25-34","Sweden","Paid Search","2021-05-01","2"
"169","initial","PRO","85","Female","45-54","Finland","Google Ads","2022-03-01","1"
"170","initial","PRO","85","Female","55-65","Finland","Organic Search","2022-06-01","1"
"171","initial","PRO","85","Female","25-34","Norway","facebook","2022-09-01","1"
"172","initial","BASIC","43","Male","18-24","Sweden","Unknown","2021-01-01","1"
"172","UPGRADE","MAX","119","Male","18-24","Sweden","Unknown","2022-01-01","2"
"172","CHURN","BASIC","53","Male","18-24","Sweden","Unknown","2022-02-01","3"
"173","initial","PRO","75","Male","18-24","Sweden","Display","2021-03-01","1"
"173","REDUCTION","BASIC","53","Male","18-24","Sweden","Display","2022-08-01","2"
"174","initial","PRO","85","Female","55-65","Denmark","Organic Search","2022-12-01","1"
"175","initial","MAX","99","Female","25-34","Sweden","facebook","2020-04-01","1"
"175","REDUCTION","BASIC","43","Female","25-34","Sweden","facebook","2021-04-01","2"
"176","initial","PRO","85","Female","45-54","Sweden","Paid Search","2022-05-01","1"
"176","CHURN","PRO","85","Female","45-54","Sweden","Paid Search","2022-08-01","2"
"177","initial","PRO","75","Male","55-65","Norway","facebook","2021-05-01","1"
"177","REDUCTION","BASIC","43","Male","55-65","Norway","facebook","2021-12-01","2"
"177","CHURN","BASIC","53","Male","55-65","Norway","facebook","2022-10-01","3"
"178","initial","BASIC","43","Female","25-34","Sweden","facebook","2021-10-01","1"
"178","UPGRADE","MAX","119","Female","25-34","Sweden","facebook","2022-05-01","2"
"179","initial","BASIC","33","Female","55-65","Sweden","Bing","2020-12-01","1"
"180","initial","BASIC","53","Female","55-65","Sweden","Organic Search","2022-02-01","1"
"181","initial","MAX","109","Female","25-34","Finland","Google Ads","2021-12-01","1"
"182","initial","PRO","85","Female","35-44","Finland","facebook","2022-04-01","1"
"182","CHURN","PRO","85","Female","35-44","Finland","facebook","2022-10-01","2"
"183","initial","BASIC","33","Female","25-34","Norway","facebook","2020-04-01","1"
"183","UPGRADE","MAX","119","Female","25-34","Norway","facebook","2022-11-01","2"
"184","initial","BASIC","43","Male","55-65","Finland","Google Ads","2021-08-01","1"
"184","UPGRADE","PRO","85","Male","55-65","Finland","Google Ads","2022-11-01","2"
"185","initial","MAX","119","Female","45-54","Sweden","Google Ads","2022-02-01","1"
"185","REDUCTION","BASIC","53","Female","45-54","Sweden","Google Ads","2022-04-01","2"
"186","initial","PRO","85","Male","55-65","Sweden","Bing","2022-12-01","1"
"187","initial","PRO","75","Other","45-54","Finland","Google Ads","2021-07-01","1"
"187","UPGRADE","MAX","119","Other","45-54","Finland","Google Ads","2022-05-01","2"
"187","CHURN","MAX","119","Other","45-54","Finland","Google Ads","2022-09-01","3"
"188","initial","BASIC","43","Female","35-44","Finland","facebook","2021-05-01","1"
"189","initial","BASIC","33","Female","18-24","Sweden","Google Ads","2020-12-01","1"
"189","CHURN","BASIC","53","Female","18-24","Sweden","Google Ads","2022-01-01","2"
"190","initial","BASIC","33","Female","35-44","Sweden","facebook","2020-08-01","1"
"190","UPGRADE","PRO","75","Female","35-44","Sweden","facebook","2021-11-01","2"
"191","initial","PRO","65","Male","35-44","Finland","Paid Search","2020-08-01","1"
"191","UPGRADE","MAX","119","Male","35-44","Finland","Paid Search","2022-05-01","2"
"191","CHURN","MAX","119","Male","35-44","Finland","Paid Search","2022-08-01","3"
"192","initial","MAX","109","Female","25-34","Sweden","Google Ads","2021-10-01","1"
"193","initial","PRO","75","Male","25-34","Norway","Google Ads","2021-12-01","1"
"193","REDUCTION","BASIC","53","Male","25-34","Norway","Google Ads","2022-06-01","2"
"194","initial","BASIC","53","Male","25-34","Denmark","Google Ads","2022-03-01","1"
